question,predicted
What else was Baghdad known as during the Abbasid Caliphate?,What city did the sailor who finds himself in the stories of Sindbad and Sche
310 to Yuma starred what American actor also known for his role as Hoban Washburne?,Who starred in 310 to Yuma?
When was the Indian film actor producer and playback singer born who debut with the 2000 War film Refugee and had lead role in Main Prem Ki Diwani Hoon?,What was the birth date of the Indian film actor producer and playback singer known for his works
Why did the Japanese occupy the westernmost and largest island in the Near Islands group?,What is the name of the island that the Japanese occupied in order to protect?
The 2006 NCAA Wrestling Championships crowned Jake Rosholt and another athlete known for powerful punches from what hand?,What is the position of the wrestler known for his powerful punches particularly from his left
Lean on Pete stars the actor best known for playing what role in Granite Flats?,The film that stars Charlie Plummer is best known for playing the lead roles of which character in
The Woodvale Historic District was built buy a company headquartered where?,Woodvale Historic District was built by a for-profit narrow gauge historic railroad headquartered
Are Lochner v. New York and Cooley v. Board of Wardens both Supreme Court cases dealing with labor laws?,Are Lochner v. New York and Cooley v. Board of Warden
When was the novel published  in 2010 which is part of the series of The Maze Runner?,The Maze Runner is a series of young adult dystopian science fiction novels written
Which writer also enjoyed boxing Amy Tan or Norman Lindsay?,Who was born first Amy Tan or Norman Lindsay?
 Charice is the first international studio album of a singer who rose to popularity through what?,What is the most popular website for the Filipino singer who performed under the mononym Charice?
How many termini does the train that runs on the C&M subdivision and runs between Chicago and the Pacific Northwest serve?,What are the two termini of the Chicago-Spotkane Line?
Who owns the broadcasting platform where Games Done Quick is broadcast?,Games Done Quick is a biannual video game speedrun charity marathon held in the United
Does Bazhong or Kaiyuan Liaoning have a higher population?,Which city has more population Bazhong or Kaiyuan?
What did one of Electron Blue writer who is also an american musician found?,What band is the co-founder of?
When was the king that started coin production in Copenhagen born?,When was the first king to start a production of coins in Copenhagen born?
when did the black Angolan was one of the earliest African-American landowners in what would become the United States.acieved his freedom ,What was the year of the first African American to own land in Boston and with an Angol
In 2010 what was the population for a state which is known for Annalee Dolls?,What was the population of the town where Annalee Dolls Inc. manufactures collect
Michael Lent is best known as the co-writer of the memoirs of Hugh Rowland a star on a reality television series that premiered on what date?,Michael Lent is best known as the co-writer of On Thin Ice the memoirs
Indian Mound Cottage was owned by the financier that co-founded which company?,Indian Mound Cottage was owned by an oil executive who was a co-founder of what
Which Democrat running for president in 2020 currently holds Maryland’s 6th district in the US House of Representatives?,Who is the representative of the 6th congressional district in Maryland?
What United Kingdom Prime Minister was succeeded in the 1990s by the Leader of the Conservative Party?,What was the successor of the prime minister of the United Kingdom in 1990?
In which year NGC 166 is located by an american astronomer who also discovered Frank Muller and Ormond Stone,In what year was the discovery of NGC 166 made?
Which Grammy Nominated album was created by a band whose members include John Bowman?,Which album was released by a country and bluegrass gospel music group that earned a Grammy
Which pizza shop opened first Toppers Pizza or America's Incredible Pizza Company?,Which chain opened first America's Incredible Pizza Company or Toppers Pizza?
What English campaigner for the suffragette movement did Angela Down portray? ,Who played a leading role as princess Maria in the 15-hour BBC version of Leo
What is the female star of Klepto best known for performing in?,Klepto is a 2003 straight-to-DVD independent thriller film starring Mer
What star of a Matthew Senreich and Zeb Wells comedy was born in July of 1983?,Which American actress voice-over artist and sketch comedian from The Groundlings stars in SuperMan
Which documentary film was released first Chicken Ranch or The End of Suburbia?,Which film was released first Chicken Ranch or The End of Suburbia Oil Depletion and
What Golden Globe Award actor starred in the film Little Fugitive? ,Who has received numerous accolades including a Golden Globe Award and two Primetime Emmy Awards
How many records has the singer which Robert Gale tour with during his fifteen year of tour sang with dropped ,What has the number of records sold by the singer who graduated from the University of Illinois?
Are NRG Energy and Raymond James Financial  based in Great Britain?,Are NRG Energy and Raymond James Financial both American?
What year was a film made that starred Michael Bean and was directed by Terry Gilliam?,What year was the film directed by Terry Gilliam and written by Gilliam and Charles
When did the third international spin off of Pawn Stars debut?,When did the British reality television series Pawn Stars UK debut?
What other jobs did the actress Olivia Munn from Mortdecai have?,What is the profession of the actress who stars in the movie The Last Man Standing?
Who won more Grand Slam doubles titles Tony Roche or Jamie Murray?,Who is the former world No. 1 doubles player who won one Grand Slam singles title
Kingdom Hearts 358/2 Days was made by the company based in what part of Tokyo?,Kingdom Hearts 358/2 Days is an action role-playing video game developed by 
 Robert Lewis Bob Pruett coached many high-profile National Football League players including a wide reciver that holds what 2007 NFL record?,Bob Pruett has coached many high-profile National Football League players including a
Are Gael and Fitness published in the same country?,Are Gael and Fitness both magazines?
Hall of Fame Racing was created by Troy Aikman Bill Saunders and which Dallas Cowboys quarterback known as Captain Comback?,Who was the quarterback of the team created as a joint venture between the Dallas Cowboys
What organization affiliated with the National Collegiate Athletic Association Division were the 2012 Hawaii Warriors football team first year members of?,What collegiate athletic conference is affiliated with the National Collegiate Athletic Association (NCAA)
McLemore Avenue is to Booker T. & the M.G.s as what road in the city of Westminster in London is to the Beatles?,What is the name of the road that was for EMI Studios in London?
What is the man who Hofstadter's law is named after's profession?,What profession is the professor of the law that coined the self-referential time
Which Formula One World Champion had a teammate named Richie Ginther?,Who was the British racing driver and team owner from England who was twice Formula One World Champion?
Tedrow Ohio lies close to which 241. 26 mi highway? ,What is the name of the 241.26 mi limited-access toll highway in the U
Which market town in Lancashire is part of the BB postcode area?,Which market town in Lancashire England has a population of 73021?
Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?,Which airport is the eighth-busiest in Europe Croydon Airport or Gatwick
Are Alexander Kluge and Sidney Salkow of the same nationality?,Are Alexander Kluge and Sidney Salkow both film directors?
Are the writing from Maurice Level and Alice Hoffman focused on different audieces?,Are Maurice Level and Alice Hoffman both writers?
What Australian Electoral Division in New South Wales created in 1906 covers suburbs like Alexandria?,Which Australian Electoral Division was located in the inner suburbs of Sydney?
what is the english name of Émile Verdets editorial?,Marcel Émile Verdet did much to champion the early theory of the conservation of energy in
What part of the great power concerts such as the EU trio the Nato Quint the G7 and the G20 is Italy associated with?,What is the name of the group that is part of the EU trio the NATO Quint the
What kind of political party that combined conservative policies with liberal stances were Pio Cabanillas Gallas and Jose Maria de Areilza the leaders of?,What political ideology combines conservative policies with liberal stances especially on ethical and social issues or
Which of the following works was completed first Something Wicked This Way Comes or The Wind in the Willows?,Which film was written by Kenneth Grahame based on a novel by Jack Clayton?
What was the population in 2016 of the city that Norman Foote is originally from?,What is the 2016 census in Vancouver Foote Canada?
What Author reflected on the contrast between Ethiopian Airlines and other African Airlines?,Who is the author of Encyclopedia of African Airlines who said Ethiopian Airlines has a good safety
Both Alexander Hall and Pierre Morel are involved in which profession?,Alexander Hall and Pierre Morel have which occupation?
What type of movies are 101 Dalmatians and G-Force?,101 Dalmatians and G-Force are which type of film?
What college did the person who defeated Fedor Emelianenko play football at?,What college did the player who defeated Fedor Emelianenko play football at?
What novel is a followup the Heir to the Empire trilogy?,Which of the two Hand of Thrawn novels by Timothy Zahn is the second of the two
Which  princess of French origin did Conrad IV of Germany married to ,Conrad was the only son of Emperor Frederick II from his second marriage with which princess of French
For what film was an actor in Alligator nominated for an Academy Award?,What was the Oscar-nominated role of the actor who starred in Alligator
Who was the winner of the season of The Rap Game where a contestant named Lady Leshurr as one of her influences?,Which winner of the Rap Game season 2 was Nia Kay?
What made the man who abolished the Consell in 1718 resume the throne?,What was the death of the King of Spain who abolished the body that was to become
What concert hall is located on the northern edge or South Kensington London and had songs chosen from a number of concerts there?,Which concert hall on the northern edge of South Kensington London holds the Proms concerts annually each
Is Dappy or Tobias Sammet German? ,Which musician was born first Costadinos Contostavlos or Tobias Sam
Eduard Schweizer teaches at a German university with over how many students? ,Eduard Schweizer taught at the largest university in Switzerland with what number of students?
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Charles Fraser-Smith was the inspiration for what fictional character in the James Bond films and film novel
Which composer was wrote his music most recently Michael Tippett or Luigi Cherubini?,Who was born first Luigi Cherubini or Michael Tippett?
How many visitors per year does the first stop of OC Transpo Route 97 attract each year?,What is the annual visitor population of the Bayshore Shopping Centre?
Brad Budde played professionally for a team in the NFL that was founded in 1960 as the Dallas Texans by who?,Who was the founder of the team that played for one season in 1952?
Who sang lead vocals on the Oasis hit single which had an acoustic debut in drummer Tony McCarroll's last concert ? ,Who wrote the lead vocals for the song that was featured in the last concert to feature original
Which musician's band contains more letters in it's name Micky Dolenz or Jesse James Dupree?,Who was born first George Dolenz or Dupree?
Which genus of plant is named after a person Amesiella or Cucurbita?,Which genus is named for Oakes Ames or Cucurbita?
Are Ural Federal University and California State Polytechnic University Pomona both public universities?,Are California State Polytechnic University Pomona and Ural Federal University both in the same
Which Royal Air Force is located in a town that had a population of 2841 on 15 April 2012?,Which Royal Air Force station is located 33 mi southwest of Stanley?
Which company owned by a Pakistani media mogul produced the Pakistani romantic drama film Dobara Phir Se?,Dobara Phir Se is a 2016 Pakistani romantic drama film directed by Mehre
ho is the brother of the American transgender actor known for his work on MTV's Faking It?,Which of the two sons of the actor who appeared on Faking It and Freeform'
what 6-story building was listed on the National Register of Historic Places in 1980?,What fire started in an abandoned building at 266 Franklin Street Worcester Massachusetts?
The movie 100 Million BC continues the urban myth of an experiment allegedly carried out at waht shipyard?,100 Million BC is a 2008 direct-to-DVD action film by film studio The
Who released the song With or Without You first Jai McDowall or U2?,What band released the third track from their fifth studio album The Joshua Tree?
Pontiac marketed the 2+2 as the big brother to an automobile built by Pontiac between which years ?,The Pontiac 2+2 was the big brother of the popular car that was built
What Box Codax group musician was also the guitarist backing/lead vocalist and keyboardist of another Glasgow-based band?,Who was the guitarist backing/lead vocalist and keyboardist of the Glasgow-based
Professional cyclist Sara Symington competed in which Olympic Games held in Sydeney Australia?,What was the name of the international multi-sport event held between 15 September and 1 October 2000
Which was released first Gasland or To Shoot an Elephant?,Which documentary was released first Gasland or To Shoot an Elephant?
Werner Christie served under the politician who was also Director-General of what other organization?,What organization did the Norwegian politician who served three terms as Prime Minister of Norway and as Director-
What is the name of this French former footballer whom football fans refer the football player Wilfred Bamnjo to as?,Wilfred Bamnjo is a Cameroonian football player who currently
Ken Pruitt  was a Republican member of an upper house of the legislature with how many members ?,Ken Pruitt was a member of the upper house of the legislature of the U.
Which super bowl that took place at the Miami Dolphins home stadium featured the San Francisco 49ers defeating the San Diego Chargers?,Which game was played between the San Diego Chargers and the San Francisco 49ers?
Straight to Hell was the first ever country music release to merit this what organization's Parental Advisory label?,Straight to Hell was the first ever country music release to merit both a parental advisory sticker on
What is the occupation of the Miami Dolphins owner's wife?,What is the profession of the wife of the billionaire who owns the Miami Dolphins and
Bridge of Spies stars a Soviet intelligence officer with what name?,What convicted Soviet KGB spy was entrusted with negotiating the release of Francis
The person Planet Earth Rock and Roll Orchestra was the final solo album for died on what date?,Planet Earth Rock and Roll Orchestra is the final solo album by Paul Kantner and the only
On what UHF channel is the station that Cindy Williams is on broadcast?,What is the UHF channel that Cindy Williams broadcasts?
Docks has hosted the funk rock band formed in what city in 1983?,Where was the band that Bob Dylan Black Sabbath Motörhead Ramones formed
Home was an animation film that included which Rihanna song that premiered on February 24 2015?,Which song was released as a single for the soundtrack to the 2015 film Home?
Are Harry Kizirian and Howard Kazanjian known for the same industry?,Are Howard Kazanjian and Harry Kizirian both American?
Which football club did Michael Whitham briefly manage in Lincolnshire England?,What football club is based in Gainsborough Lincolnshire England?
What cover for the main game of NBA 2K16 earned a gold medal playing with Team USA at the 2012 Summer Olympics?,Who earned a gold medal playing with Team USA at the 2012 Summer Olympics?
Who is both an Austrialian-born British independent filmaker and is known for his work  with the YouTube series THE PERIODIC TABLE OF VIDEOS?,Who produced the videos The Periodic Table of Videos and Numberphile?
Where was the second World Junior Ice Hockey Championship in which Miroslav Přerost coached the men's national junior ice hockey team hosted?,Miroslav Perost coached the men's national junior ice hockey team
What character did the star of Into The Homeland play on the TV show Nashville?,What is the name of the actor who starred in Into The Homeland?
To what team was the 2014 NBA Rookie of the Year traded in October 2016? ,What team traded Tony Snell to the Milwaukee Bucks for Michael Carter-William
Are John Tardy and Stza from the same country?,Are John Tardy and Scott Sturgeon both musicians?
Which came first Battle of Antietam or Battle of Guam?,Which battle was fought first Battle of Guam or Battle of Sharpsburg?
Rimo I and Passu Sar are both part of which mountain range?,What is the name of the mountain range that Passu Sar is located in?
This Ole House topped the UK chart in 1981 in a recording by a platinum-selling British rock and roll singer whose recording and performing career began when? ,This Ole House topped the UK chart in 1981 in a recording by a platinum
Are both Barry Unsworth and P. G. Wodehouse from the same country?,Are both Peter Unsworth and Sir Pelham Wodehouse English authors?
The 2015 Cotton Bowl was played at the stadium that was the home of which NFL team?,What team played in the 2015 Cotton Bowl Classic?
What Cason CA soccer team features the son of Roy Lassiter?,What American professional soccer franchise based in the Los Angeles suburb of Carson California is the father of
Are Dutch Smoushond and Sussex Spaniel's both dog breeds?,Are Dutch Smoushond and Sussex Spaniel both dogs?
What Lithuanian producer is best known for a song that was one of the most popular songs in Ibiza in 2014?,What is the stage name of the Lithuanian producer who produced the song Walking with Elephants?
Easter Airways' head office is located at which airport owned by Manchester Airports Group?,What airport was owned by Manchester Airports Group from 1999 until 1 August 2012 when it was sold
Bure Family Wines is named after former ice hockey player?,Who is the former ice hockey right winger who is married to Candace Cameron Bur
What is the name of the multi-use sports and recreation facility that currently houses professional football club Dynamo Kyiv?,Which multi-use sports and recreation facility in Kiev Ukraine is home to the Ukrainian professional football club
Are The Man from Snowy River II and Miracle of the White Stallions filmed in different countries?,Are The Man from Snowy River II and Miracle of the White Stallions both films?
Are both Superdrag and Collective Soul rock bands?,Are Superdrag and Colllective Soul both American bands?
What 4 divisions make up the company of the wealthiest person in Georgia?,What is the name of the company owned by the aunt of the 105th richest person
Where did the opera in which Iva Pacetti starred as Elena first premier?,What was the premiere date of the opera Mefistofele?
Which tennis player was born first Kimberly Po or Leoš Friedl?,Which player was born first Kimberly Po-Messerli or Leo
Of all the teams John Nyskohus played for which team was known as the Black and Whites?,What club football team played for John Nyskohus in the South Australian State League and which is
What  profession did Mike Robbie's father practice?,Mike Robbie is the son of which politician who was the principle founder of the Miami Dolphins
What is the given name of the character depicted as Juliet Hulme in Heavenly Creatures?,Heavenly Creatures is a 1994 New Zealand psychological drama directed by Peter Jackson from 
Valuair was acquired in 2005 by a low-cost airline based where?,Where is the low-cost airline that acquired Valuair based?
Are Steve Perry and Dennis Lyxzén both members of the same band ?,Are both Dennis Lyxzén and Dennis Lyxzén
Love Child is a 1982 biopic starring Beau Bridges Mackenzie Phillips and an actress that was nominated for the Academy Award for Best Supporting Actress for what 1985 film? ,What film did Amy Madigan Beau Bridges and Mackenzie Phillips star in?
Who was the New York City Fire Commissioner at the time of Providenza Panno's death?,Who was appointed the seventh New York City Fire Commissioner by Mayor Gaynor on January 13 1910
Which system of parliament was modeled after the United Kingdom and is also used in Canada? ,What is the name of the parliamentary system of government modelled after that which developed in the
The reporter who digs into the campaign of a former Marine Colonel worked where in Cleveland?,What newspaper was the former Richmond bureau chief of Donald Parks Baker with?
What was the nationality and profession of the person responsible for the concept of a dimensionless number in physics and engineering?,What was the nationality of the person who invented the Fourier number?
Who was a member of Cheney who won 'Song of the Year' in 2009 Chris Cheney or Mikael Åkerfeldt?,Who was born first Christopher Cheney or Lars Mikael kerfeldt?
What athletic team has its football and basketball games broadcast on KFST and has a mascot who is named Bevo?,What team is mascot of the team that broadcasts sports from?
Which English actor starred in the 1995 american romantic drama film The Scarlet Letter alongside Demi Moore and Robert Duvall?,Which English actor and musician starred in the 1995 film The Scarlet Letter?
Chantal Thomas wrote a book that was turned into a 2012 film directed by whom?,Who directed the 2012 French drama film starring Diane Kruger and Léa Seyd
What I Saw Reports from Berlin 1920-1933 is a book by a writer born in which year ?,What was the birth year of the author of What I Saw Reports from Berlin 1920-1933
Who was the last monarch of England to be overthrown before The English General Election 1690?,The English general election 1690 occurred after the dissolution of the Convention Parliament summoned in
What American actor born in 1946 was in a 1996 martial arts film written produced and directed by Donald G. Jackson and is also the uncle of Charlie Sheen?,What is the name of the brother of the actor who starred in Max Hell Frog W
Were Logan Leistikow and Guru Dutt alive at the same time?,Are Logan Leistikow and Vasanth Padukone both filmmakers?
Jamil Walker was born in a city with how many residents ?,Jamil Walker was born in the third most populous city in New York with what population?
Which musician was a member of the rock band Silverchair and signed under Eleven A Music Company?,What Australian musician singer and songwriter is one half of The Dissociatives with Paul Mac
Jolyon James performed the role of Moonshadow in a musical by a composer of what nationality?,What nationality is the singer-songwriter and multi-instrumentalist who played the role of
Stitch's Great Escape! replaced the theater-in-the-round attraction in which section of the Magic Kingdom theme park?,The ExtraTERRORestrial Alien Encounter is a replacement for what theme park
Between Pinanga and Alopecurus which genus is more common in temperate regions?,Which is more widespread Pinanga or Alopecurus?
Who produced the film that featured the the song No Matter What on the US edition of the soundtrack?,Who produced the film that featured the song Notting Hill?
Philadelphia Here I come! is a 1964 play by an Irish dramatist who has been likened to an Irish Checkhov?,Who was likened to an Irish Chekhov and founder of the Field Day Theatre
what species of plants are Chamelaucium and Vanilla derived from?,Chamelaucium and Vanilla have which type of flowers?
Wiener Werkstätte Style was part of the movement that took place during what eras?,What period did the movement that began with the 14th Exhibition of the Vienna Sezession
Who was the director of the 1987 American psychological thriller film in which the actor who played Bob Charles in Not Necessarily the News appeared?,Who directed the 1987 American psychological thriller film that starred Jimmy Grasso as Jimmy
Which of these universities Northwestern University or Johns Hopkins University have a campus outside of the United States territories?,The Johns Hopkins University and Northwestern University have which location?
Santa Bring My Baby Back was released on which fourth Elvis studio album in 1957?,What album was released first Elvis' Christmas album?
What novel about a murderer inspired Till Lindemann's music?,What book was inspired by Till Lindemann's favourite novel?
Which founding member drew critical acclaim as a bass guitarist with melodic basslines  on Murmur?,Who was the bass guitarist in the band R.E.M. that released Murmur?
Air Chief Marshal Hugh Caswall Tremenheere Dowding was unwillingly replaced in command by a senior commander in the Royal Air Force born on what date?,When was the Air Chief Marshal of the Royal Air Force who was unwillingly replaced in command
The song by English indie rock band Florence and the Machine written by Florence Welch and Francis Eg White and released in 2011 is named after the painting which was completed in which year?,What year was the painting by Frida Kahlo completed?
Have James Schuyler and H. G. Wells both published books?,Are the works of the poet who won the Pulitzer Prize for Poetry?
What is a crime that is punishable by the type of sentence that Madame Le Corbeau received in Canada?,What are the crimes that are punishable by death that were the last woman to be hange
The 2011 FA Community Shield annual football match saw Manchester United win the game 3-2 with goals from Nani and this English professional footballer who played as a center-back?,Who scored the goals in the 2011 FA Community Shield?
In which language is the notable song by Suresh Peters from Gentleman ?,Suresh Peters is a music director and playback rapper/singer for films
WrestleMania XXX took place at the home venue of which National Football League team?,What team played in the 2014 Super Bowl?
Are Edward F. Cline and Floyd Mutrux both screenwriters?,Are Edward Cline and Floyd Mutrux both screenwriters?
Who was born last Dave Peverett or Jang Hyun-seung?,Who is more often credited as Hyunseung or David Peverett
Atlas Shrugged was a film based on the books by a proponent of what philosophy?,The films based on Ayn Rand's novel The Fountainhead are subtitled (2011)
Which rock band chose its name by drawing it out of a hat Switchfoot or Midnight Oil?,Which band has more members Garrett and Swaikfoot?
Who directed a 2005 supernatural horror film starring an actress who appeared in The Patriot and Kill Your Darlings,Who directed the 2005 New Zealand-American supernatural horror film that starred an American film and television
Frank Blake's longtime protégé was also the chairman and CEO of what company in addition to The Home Depot?,What company was the chairman and chief executive officer of the longtime protégé of Robert Nardelli
What is the name of the American author songwriter educator lawyer diplomat civil rights activist and husband to Grace Nail Johnson who was the first African American executive secretary of the National Association for the Advancement of Colored People (NAACP)?,Grace Nail Johnson was the wife of what American author educator lawyer diplomat songwriter and civil rights
Who wrote and directed the American film Elephant?,The Palme d'Or went to which 2003 drama film edited written and directed by Gu
Did Nicholas Hytner and Maya Deren work in the same role in the film industry?,Are Nicholas Hytner and Maya Deren both filmmakers?
Which author was a dentist Zane Grey or Bhabananda Deka?,Who was born first Pearl Grey or Bhabananda Deka?
Beyond the Edge was a docudrama about the mountaineer that was part of the Everest expedition led by whom?,Who led the ninth British expedition to Everest in 1953?
Where do both the New Jersey Devils and the Seton Hall Pirates play?,What is the home of the New Jersey Devils and the Seton Hall Pirates men'
Did Vertical Horizon or LCD Soundsystem start their bands first?,Which band was formed first Vertical Horizon or LCD Soundsystem?
The American actor Chip Zien is best known for this Broadway production by which American composer and lyricist who received an Academy Award and Tony Awards?,Who was the composer of Into the Woods who was best known for playing the lead role
Jaroslav Kvapil the Czech poet was born in the Kingdom of Bohemia also referred to by what name?,Jaroslav Kvapil was born in what medieval and early modern monarchy in Central
Who was born first David Draiman or Terry Kath?,Who was born first David Draiman or Terry Kath?
The 2015 CrossFit Games were held at what multiple-use sports complex that is approximately 14 miles south of Downtown Los Angeles?,What sports complex is located 14 mi south of Downtown Los Angeles and the primary tenant of the 2015
What stadium in Pyongyang North Korea hosted the Collision in Korea and is also known as the May Day Stadium?,What multi-purpose stadium was completed on 1 May 1989 that produced the 1995 World Championship Wrest
On what day of the week did the eleventh season's finale of American Dad air?,Blagsnarst a Love Story is the third episode and season finale of
When will Flicker created by a member of One Direction be released?,When is the album Flicker released?
What program did this Basham brother who appeared with World Wrestling Entertainment between 2002 and 2007 participated in 2007?,What is the name of the tag team that was formed by Doug Basham and Danny Basham
Who co-wrote Taylor Swift's song that had its music video premiere during the pre-show of the 2015 MTV Video Music Awards? ,Who co-wrote the song Wildest Dreams?
The ninth The Desert Sessions LP was released by by what kind of band?,What is the name of the album that was released on the fifth full length studio album by Queen
Who helped initially design the Gotha Go 229 and later died in Argentina in 1994?,Who was born first Walter Horten or Reimar Horten?
Were Cinderella and The Emperor's New Groove released by the same picture company?,Are Cinderella and The Emperor's New Groove both animated?
Are Donald Fagen and Lauren Laverne of the same nationality?,Are Donald Fagen and Lauren Laverne both musicians?
Which South African politician won the indirect presidential election with 277 votes?,Which South African politician won the indirect presidential election in South Africa on 6 May 2009?
Were both Ernst Messerschmid and Reinhold Ewald ESA astronauts?,Are Ernst Messerschmid and Reinhold Ewald both astronauts?
To which competition did the University at Albany SUNY send a Puerto Rican hurdler and sprinter?,Grace Claxton represented Puerto Rico at what NCAA Division I intercollegiate athletic programs of the University at
How many albums have been sold by the band who was supported by Iron Maiden on their World Wide Blitz Tour?,What has the album sold for the band that would be on their first world tour?
What is the nickname of this American retired airline captain celebrated for his water landing with Jeffrey Skiles after a bird strike and being unable to reach an airport?,What retired airline captain was celebrated for the January 15 2009 water landing of US Airways Flight 1549
What basketball player elected to the National Collegiate Basketball Hall of Fame released music through Rendezvous Music?,What American professional basketball player in the NBA was elected to the National Collegiate Basketball Hall of
What is the name of the actress who played as Blair Cramer from the daytime drama series One Life to Live for 20 years who is also currently playing as Eve Donovan on Days of Our Lives?,Which actress played the role of Eve Donovan on NBC's Days of Our Live
What is the relationship between the singers on the album Tales of Old Grand Daddy?,The album is noted for being the recording debut of future AC/DC founders Angus
Are the mountains known as Trivor and The Crown both found in Asia?,Are Trivor and Crown Peak both in the same range?
Which private Catholic liberal arts college in Standish did  Don Ashley Turlington graduated from ,Which college gives bachelor's degrees Don Ashley Turlington or Saint Joseph's College of
 What was the address of the building on U.S. Route 3 that was the tallest building in New Hampshire when completed in 1972?,What is the address of the building that was completed in 1972 that was the tallest building in
Are Glenn Bidmead and Jacob Hoggard both guitarist?,Are Glenn Bidmead and Jacob Hoggard both singers?
In what year was the American singer who with Kiely Williams Sabrina Bryan and Raven-Symoné made up The Cheetah Girls born?,The Cheetah Girls were an American girl group consisting of an American singer-
What was the the origin of the player that the Bull's traded with 76ers during the 1999-2000 midseason?,What is the nationality of the player who was traded to the Philadelphia 76ers in mid
Who was born first Bobby Keys or Joe Cocker?,Who was born first Bobby Keys or Joe Cocker?
What sport does Simon Aspelin and Thomaz Koch have in common?,Simon Aspelin and Thomaz Koch have which sport in common?
In Bon Cop Bad Cop Canadian actor Rick Howland played the role of Harry Buttman (a parody of Gary Beltman) who is the current commissioner of what National sports league? ,Richard Rick Howland is a Canadian actor known for his role as Trick on Lost Girl
Gail Matthius co-anchored the Weekend Update segment of Saturday Night Live with the actor who played the villain Nicholas Andre in what movie?,What film did the actor who co-anchored the Weekend Update in 1981 play in?
What is the estimated population of the province where Winnipeg Jewish Theatre is located?,Winnipeg Jewish Theatre is based in a province that has what population?
What career did the British actor born in 1965  and star of Lock Stock and Two Smoking Barrels have before acting?,Lock Stock and Two Smoking Barrels is a 1998 British crime comedy film starring 
What English-American actor known for his role in Raiders of the Lost Ark starred in The Lodger?,Who starred in the 2009 mystery/thriller film The Lodger?
Who wrote the tragic play which also has a 1968 film with a soundtrack by Nino Rota?,The soundtrack for the 1968 film Romeo and Juliet was composed and conducted by Nino Rot
the municipality of Mirditë is in a country that had how many inhabitants in 2016 ?,What is the population of the country that borders Rrshen in Albania?
Are Angostura bitters and Springbokkie an alcoholic mixture?,Are Angostura bitters and Springbokkie both alcoholic mixes?
Which university was established first University of Washington or Texas Christian University?,Which university is larger University of Washington or Texas Christian University?
In addition to the individual born on August 21 who else wrote He's The Great Imposter?,Who wrote the song The Man Who Was Born?
Who hosted the ITV show Celebrities Under Pressure and All Star Family Fortunes?,Which host hosted the series that was first hosted by Melanie Sykes?
when did they start the award which  Russell get for his  Little Green Apples ,What year has the Grammy Award for Best Country Song been awarded?
Which breed of dog has origins outside of the United States Old German Shepherd Dog or Black Mouth Cur?,Which is more controversial Old German Shepherd Dog or Black Mouth Cur?
in what year did the Israeli presidential elections take place after the resignation of the seventh president of Israel?,In what year did the seventh President of Israel resign?
Which season of Alias does the English actor who was born 25 June 1961 appear?,What season did the guest star of Alias star in?
The rapper whose debut album was titled Thug Misses has sold over how many records worldwide?,Thug Misses is the debut album by American rapper Khia that has collectively
Q Which actor played a role in the comedy series 30 Rock as well as the drama series Mad Men? A Jon Hamm,Live Show featured appearances by which American actor director and television producer best known for playing advertising executive
What type of vegetation does Tabernaemontana and Crinum have in common?,Tabernaemontana and Crinum are which type of plants?
Brian Newman's wife performs for what genre of variety show?,What is the genre of variety show that Newman is married to?
The community that contains Downtown Summerlin occupies how many acres?,Downtown Summerlin shopping center is part of a mixed-use development that occupies what
What studio helped produce both Return to Never Land and McFarland USA?,Who produced the film that was co-produced by Mayhem Pictures?
Which is a flowering plant Pueraria or Pleiospilos?,Which genus is native to Asia Pueraria or Pleiospilos?
What was a series of battles during the Revolutionary War for control of New York City and the state of New Jersey fought on October 28 1776 near White Plains New York?,What campaign was fought in the Battle of White Plains?
José Baviera starred in the 1962 film by the filmmaker who worked in what countries?,What countries did the filmmaker who starred in The Exterminating Angel work in?
What national team has the brother of Arturas Javtokas been a member of since 2004?,Artras Javtokas is a retired professional basketball player who has
The son of former Giants co-owner Bob Tisch worked with who to produce The Testimony?,Who produced the film The Giants?
Extract starred what American actress who is known for her work on Saturday Night Live from 2005-2012?,What American actress comedian writer and producer is known for her work on the NBC sketch comedy series
What East of Piccadilly star apperared in dozens of stage performances?,Which English actor director novelist playwright and poet appeared in dozens of stage performances and
What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,What is the name of the animal that bathes in the Mwabvi Wildlife
What is Diego Tonetto's Italian passport called?,What is the law of Italy governing the acquisition transmission and loss of Italian citizenship?
The host of PokerFace is from where?,The show was created by an English comedy TV presenting television producing acting and former music duo
A pakistani photogropher was the personal photographer of a Pakistani politician who served as Prime Minister of Pakistan from 1973 to 1977and who also served in what political office prior to that?,Syed Zaigham Hussain Zaidi was the personal photographer of the late
Which of the 2017-18 Cheshire League divisions is Ashton Town Association Football Club currently a member?,The Cheshire League operates which divisions from season 2017–18?
Where was Nexon who was composed by Adam Gubman located at?,Where was the company founded that Gubman composed music for founded?
How many minutes outside of Carson City is the Moonlite BunnyRanch on Moonlight Road?,The Moonlite BunnyRanch is a legal licensed brothel in Mo
How many women in total competed at the Asian Games the year Lee Young-Sun achieved her personal best throw of 58.87 metres?,What number of athletes took part in the 2002 Asian Games in Busan?
