question,predicted
Who was born first Lawrence Ferlinghetti or Luigi Pirandello?,Who was born first Lawrence Ferlinghetti or Luigi Pirandello?
Which auto club has sanctioned races run in California as well as Indianapolis?,The Indianapolis 500 was sanctioned by which organization?
Which comic book was also written by the writer of Crossed?,Crossed is a comic book written by a Northern Irish-born naturalized American comics
What role did Anne Innes-Ker Duchess of Roxburghe (daughter of the 7th Duke of Marlborough) serve to Queen Victoria?,Anne Emily Innes-Ker Duchess of Roxburghe was the daughter of the
Who was born first Maurice Ravel or William Walton?,Who was born first Maurice Ravel or Sir William Walton?
The Phillips Berlina is a neo-classic car that used stretched underpinings from a car that set a new sales record for what model year?,The Phillips Berlina is a neo-classic car built in Pompano Beach
Mis'ry's Comin' Aroun is by an American librettist that won how many Tony Awards? ,Mis'ry's Comin' Aroun is a once-neglected song
What type of submarine was the non-nuclear U-32?,U-32 is the second Type 212A submarine of the German Navy U-32
What is the full name of the captain of the Australian team that won the 1930 Ashes series?,Who captained the Australian tourists in the 1930 Ashes series against England?
Where were the presenters of the 2016 Brit Awards from?,The 2016 Brit Awards were presented by an English comedy TV presenting television producing acting and former
Are Mick Jagger and Brett Scallions both musicians?,Are Michael Jagger and Brett Scallions both musicians?
Who is the former pentecostal preacher who released the comedy album Leader of the Banned in 1990?,Leader of the Banned is the third album by which Pentecostal preacher?
Charles Haughey held what position when he dissolved the list of members who were elected to the lower house of the Oireachtas of Ireland on 25 May 1989?,The 25th Dáil was dissolved by President Patrick Hillery at the request of
When was the colony William Bradford was governor of founded?,In what year was William Bradford the governor of a colonial venture in North America?
Nick Hexum of which American rock band helped produce Decomposer by The Matches?,Decomposer is the second album by The Matches released by Epitaph
Who is the American actress that stars in the movie Innocesnce and is best known for her role as Alexandra Cabot in a long-running NBC series?,Innocence is a 2013 American horror drama film directed by Hilary Brou
Which battle took place closer to New York City Battle of Fredericksburg or the Western Allied invasion of Germany ?,Which battle started with the Western Allies crossing the Rhine River in March 1945 before fan
What album starring Ed Sheeran was released on 3 March 2017?,What is the name of the third studio album by English singer-songwriter Ed She
Which Avalanche happened first Rigopiano avalanche or 1999 Galtür avalanche ?,Which avalanche occurred first Gran Sasso d'Italia or Galtür?
The Grosvenor Museum takes its name from the family name of a title currently held by whom?,What is the godfather of the Duke of Westminster who is a major landowners in Ches
Pyotr Verzilov is married to a Russian conceptual artist and what kind of activist?,Pyotr Verzilov and Nadya Tolokno have which mutual occupation
Which genus has more species Monstera or Cercis?,Which genus has more species Monstera or Cercis?
Lauri Markkanen was traded for which player who was born in Houston?,What American professional basketball player born in Tomball Texas was included in a trade to the
On what street was the hotel located where the fire happened that ranked one above the MGM Grand fire in severity?,What street is the hotel that was advertised as absolutely fireproof located?
 Who was born earlier Simone Bolelli or Caroline Wozniacki?,Who is older Caroline Wozniacki or Simone Bolelli?
Ocean Springs School District is located in the city in what Mississippi county?,The Ocean Springs School District is a public school district based in Ocean Springs Mississippi (USA
Which Indian actress who earned filmfare award for Best female debut in Refugee acted in K3G movie?,Who made her acting debut opposite Abhishek Bachchan in a 2001 Indian family
During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,The Russian Empire collapsed with the abdication of Emperor Nicholas II and relations were strained
Who has more scope of profession Edward Dmytryk or Otto Preminger?,Who was born first Edward Dmytryk or Otto Preminger?
Which Record Company reissued an Avenged Sevenfold Album that only sold 300 copies?,Synyster Gates (Brian Haner Jr.) joined as lead guitarist in 2001 just
Who was born first Umar Israilov or Ramzan Kadyrov?,Umar S. Israilov was a former bodyguard of which Head of the
The Shrewsbury & Newport Canals Trust promotes the restoration of what navigable canal in England?,The Shrewsbury & Newport Canals Trust is a waterway society and a
The Dalmatian parliamentary election 1861 was held in what crown land of the Austrian Empire?,Parliamentary elections were held in which crown land of the Austrian Empire?
Nick Jr Too was launched on the same day as what rival channel that was created by Turner Broadcasting and is the sister station of Cartoon Network?,Which British TV network created by Turner Broadcasting is the sister station of Cartoon Network?
Have singers Yang Yo-seob and Kim Tae-yeon both appeared in group bands?,Are both the main vocalist of the boy group Highlight and the girl group Girls
What is Michael Nakasone job at the college prep school in Honolulu?,What do Michael Nakasone and Punahou School have in common?
What trio was the songwriter of What Are We Doin' Lonesome from?,What Are We Doin' Lonesome is a song written by Larry Gatlin
Which driver has been in less races Marlon Stöckinger or MatthieuVaxivière?   ,Which Filipino racing driver was assigned as one of the drivers for the Lotus F1 Junior
Dichroa and Lathyrus both native to Europe?,Are both Hydrangea and Dichroa native to the same continent?
Which musician obtained fame first Terry Kath or Róisín Murphy?,Who was born first Terry Kath or Róisín Murphy?
Which of the people featured on Wall of Fame is the daughter of Bernie Ecclestone?,What British model socialite television personality and the daughter of billionaire Bernie Ecclestone hosted
When was the company that produced rectangular crackers that have 18 holes in a 3x6 pattern founded?,Club Crackers are a brand of crackers made by a company founded in what year
What Guatemalan Latin pop singer and songwriter  and writer of El amor es un fantasma shared a stage with Cristian Sáez Valdés Castro?,Which singer has won more John Lennon Songwriting Contest entries Shery or Cristian?
The Prodigal Daughter though a book about an American is by a novelist of what nationality?,The Prodigal Daughter is a novel by a novelist of what nationality?
Who founded the company that Robinsons-May is a subsidiary of ?,Who founded the company that was acquired by Federated in 2005?
Which movie is loosley based off the Brother Grimm's Iron Henry?,The 49th Disney animated feature film is loosely based on which fairy tale best known through
Who is the controlling shareholder of the world's fourth-largest tyre manufacturer?,Who is the controlling shareholder of the world's fourth-largest tyre manufacturer?
Which characters are akin to goblins and were added to a Tilted Mill Entertainment video game in 2009?,Hinterland is a high fantasy role-playing video game with city-building elements
Leo A. Harris was also known for his handshake deal with Walt Disney that permitted the University of Oregon to use the likeness of what cartoon character created in 1934 at Walt Disney Productions?,What cartoon character created in 1934 at Walt Disney Productions was used as the basis for its
Mark Newhouse finished 9th in a 2013 series of poker tournaments sponsored by what corporation?,Mark Newhouse made back-to-back final tables at a poker tournament sponsored by
What is the name of the record label owned by one of the three artists responsible for creating the 1993 album Honky Tonk Angels?,Honky Tonk Angels is a collaborative studio album by American country music artists Dolly
Which mountain is higher Tongshanjiabu or Himalchuli?,Tongshanjiabu is the 103rd tallest mountain in the world and
What star of Two and a Half Men won two young artist and TV-land awards for his character?,What American actor played Jake Harper in Two and a Half Men?
What son of Larry Johnson was born on November 19 1979?,What former American football running back in the National Football League (NFL) is the father
Who directed the film that Mads Mikkelsen won the award for Best Actor for his performance in at the 58th Bodil Awards?,Mads Mikkelsen won the award for Best Actor for his performance in a 2004
What star in the film Up at the Villa has earned the title of knighthood?,What English actor and stage director starred in the movie The Man with the Dragon Tattoo
Thunderbirds was a film featuring the exploits of what part of the Oklahoma Army National Guard?,What infantry division of the United States Army part of the Oklahoma Army National Guard from 1920
John ruskin named his album due to a removal of what?,Jello Biafra drew on Nardwuar the Human Serviette
Who was convicted of murdering the director of Schoolboy Crush?,Schoolboy Crush (2004) is a controversial gay pornographic film directed by Bryan Koc
What US city between New York and Quebec Canada was the most effected during the Taconic orogeny?,The wedge is thickest in a band running from New York State to Quebec and extends
Which American rock band is from Chapel Hill North Carolina - Polvo or The Black Keys?,Which band was formed first Polvo or The Black Keys?
Which bird-themed team did the baseball player who frequented the Red Cedar Inn and was also known as Dizzy Dean play for?,The Red Cedar Inn was visited by a pitcher who played for what team?
In his book Mathematical Foundations of Quantum Mechanics John von Neuman devles into which major field?,The book Mathematical Foundations of Quantum Mechanics (1932) by John von Ne
What year did the CEO of Tata Consultancy Services takeover as Chairman?,Natarajan Chandrasekaran took over as Chairman of Tata Sons on 21
Between the two operas Mosè in Egitto and Lucrezia Borgia which one has more acts?,Which opera was written first Mosè in Egitto or Lucrezia Borgia?
Brendon Urie wrote new perspective after firing which bassist?,What was the name of the founding bassist of the band who wrote the song The
Candace Flynn was voiced by the actress who achieved mainstream success on what show?,Candace Gertrude Flynn achieved mainstream success as Maddie Fitzpatrick in what Disney
Who was born in 1922 and published a book in 1985 by Delacorte Press?,What writer was born on November 11 1922 and died in 2007?
What movies has Juno Temple starred in?,What is the name of the film in which Juno Temple appeared?
Which as more species Cassiope or Deutzia?,Which genus has more species Cassiope or Deutzia?
Which building will have more floors 15 Penn Plaza or 247 Cherry?,Which building is under development 15 Penn Plaza or 247 Cherry?
Southrey is a village in the civil parish of which village in the West Lindsey district of Lincolnshire England?,Southrey is a village in the civil parish of Bardney in the West Lindsey district
Egremont Castle is located in what market town civil parish and two electoral wards in the Borough of Copeland in Cumbria England?,What market town civil parish and two electoral wards (North and South) in the Borough
Which of the actress starred in  Zombie Night appeared in the 1998 erotic thriller Wild Things?,What actress appeared in the 1998 erotic thriller Wild Things?
What is the name for what was formerly called Grenier Army Air Field which is located in the two communities of Manchester and Londonberry?,What airport lies in two communities Manchester and Londonderry?
Which continent have a distribution of both the Ternstroemia and Cussonia genus of plants? ,What continent is the plant that has its center of distribution in?
Along which river is the Kentucky Department of Corrections headquarted?,The Health Services Building is located along which river?
What does the unique calendar system in Japan who the first Emperor of Japan created emphasize?,Kōki is based on the legendary foundation of Japan by the first Emperor of Japan
Alexander Young also known as George Alexander is the uncle to which Scottish musician who replaced Malcolm Young in the band AC/DC in 2014?,Which brother of George Young officially joined the band in September 2014 replacing his uncle Malcolm Young
In what year was the writer of the drama Ingenious born?,Ingenious is a one-off drama produced by Lime Pictures and written especially for
What field of study is related to Ovamir Anjum's work and is known as Islamic mysticism?,Which type of Islamic philosophy is often defined as Islamic mysticism the inward dimension of Islam
An cricket star who played a supporting role in the film Sinhawalokanaya was a former captain of which cricket team?,Sinhawalokanaya is a 2011 Sinhala history sport film written and
Who created the series broadcast on the WB that Leigh-Allyn Baker had a recurring role on?,Who created the television series that Leigh-Allyn Baker had a recurring role on?
How many marchers were in the protest that Pelham D. Glassford ended? ,What was the popular name for an assemblage of some who gathered in Washington D
David Wayne Hull (born 1962 or 1963) is a leader of which group that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers its first Grand Wizard?,David Wayne Hull is a leader of which chapter of the Ku Klux Klan?
What city is the most populous city in Australia and Oceania and the birthplace of a silver and bronze medalist from the 1992 Barcelona Paralympics?,Marsha Green won a silver medal and bronze medal at the 1992 Barcelona Paralympics
What party was the man who largely repealed the Black Act a member of?,The Black Act (9 Geo. Following a criminal law reform campaign in the early 19
Until when did this region exist as an organized incorporated territory of the United States for which Samuel Thurston served as its first delegate?,When was the first delegate from an organized incorporated territory of the United States that existed from
What band did Gator Country guitarist that co-wrote Bloody Reunion come from?,Gator Country was founded by a guitarist who is credited with co-writing some of
How many Academy Awards has the writer for the music of The Road to Hong Kong won?,How many Academy Awards did Jimmy Van Heusen win for Best Original Song?
What movie did Chris Duesterdiek work on that was directed by Seth Rogen and Evan Goldberg?,What 2014 American action comedy film was directed by Seth Rogen and Evan Goldberg?
Martin Flavin and Peter Benchley both did what occupation?,Martin Flavin and Peter Benchley have which mutual occupation?
Which single was recorded in 1989 at the first Tubronegro rehearsal by the Norwegian punk rock band initially active from 1989 to 1998 whose style is deathpunk?,Which single was recorded first Turbonegro or Computech?
What is the manufacturer of the car used by the Ford CD2 platform's design inspiration?,What company manufactured the mid-size car that is based on the GF platform?
The chairman of Westfield Corporation has a son who holds a Bachelor's degree in what?,What does the eldest son of Westfield Corporation co-founder Frank Lowy hold?
What date was the person born that Samuel Flores Borrego was the right hand man of? ,When was the former Mexican drug lord and top leader of the criminal drug trafficking organization known
Which director is from the US Wayne Wang or W. D. Richter?,Who was born first Wayne Wang or W. D. Richter?
The Admiral's Men occupied which kind of theatre in the 1590s ?,The Admiral's Men occupied what theatre in the 1590s?
Who died first Andrei Platonov or John Masefield?,Who was born first Andrei Platonov or John Masefield?
Who was the returning coach for the singer whose breakthrough album was named Tragic Kingdom?,Gwen Stefani did not return for season eight making room for which co-founder
Performers that have played at the L.B. Amphitheatre include an American rock band that originally formed in Jacksonville Florida in 1964 as who?,What is the name of the band that has played at the venue that was originally formed
What is the name of the one of the hosts of the Race for the Pennant sports show who is a retired american baseball pitcher?,Race for the Pennant was hosted by which retired American baseball pitcher who played 17 seasons
What film genre links Baghdad ER and Olympia?,Iraqi ER and Olympia are which type of media?
Who will conduct the firing cannons in Victoria as part of a musical piece written to celebrate the defeat of Napoleon in Russia?,Who is the music director of the 1812 festival overture in E♭ major
Which video game featured the Houston Rockets player named NBA Sixth Man of the Year in 2012?,Who was named NBA Sixth Man of the Year with the Thunder in 2012?
Who wrote the 1970 international hit song Murray Head is most recognized for?,Murray Seafield St George Head is an English actor and singer most recognised for his international
which American political consultant was a former Trump campaign ,Who is the American political consultant lobbyist and strategist noted for his use of opposition research usually
Heinrich Gross participated in the Nazi regime's Aktion T4 more commonly referred to as what?,Heinrich Gross was an Austrian psychiatrist medical doctor and neurologist a reputed expert
Ellie Parker is a 2005 American drama-comedy film whose title character is played by an English actress who made her screen debut in what Australian drama film?,Ellie Parker is a 2005 American drama-comedy film written and directed by Scott
What superhero is followed in the American comic book series that started as a horror comics anthology and introduced the fictional realm based on Norse mythology?,What superhero is based on the realm of the same name from Norse mythology Asgard is home
How many Grammy awards were won by an album named after the Joni Mitchell song from Love Actually?,What awards did the singer who re-recorded the song in a lusher orchestrated version
Do both Lancaster Cathedral and Peel Cathedral belong to the Catholic religion?,Are Lancaster Cathedral and Cathedral Church of Saint German both Roman Catholic?
Text Me Merry Christmas is a song performed by Kristen Bell and a group that originated at what univeristy?,Text Me Merry Christmas is a song performed by a professional a cappella group which
Which writer died later Agatha Christie or Clement Greenberg?,Who was born first Clement Greenberg or Lady Mallowan?
What in 2011 was the estimated population of the city from which Numidia TV broadcasts,Numidia TV is an Arabic language satellite television channel broadcasting from Algiers in a
In what group was the writer of Songs and Dances of Death in?, Songs and Dances of Death is a song cycle for voice (usually bass or bass
Are Tímea Babos and Jack Sock tennis players?,Are Tímea Babos and Jack Sock both tennis players?
What entity with the capital city of Ciudad Victoria is a home to the northern grasshopper mouse?,Which Mexican city is divided into 43 municipalities and its capital city is Ciudad Victoria
What football team did Mario Gomez and Javi Martinez both play for?,Gómez joined Fiorentina after spending four seasons with which German club
Sian Gibson co-wrote which British sitcom set around a supermarket and car share scheme?,Siân Gibson is a Welsh actress and writer perhaps best known for her collaborations with
What is the relation of Sulley Muniru with the central midfielder of Intalian club Pesacara?,What is the middle name of the brother of the former Inter Milan and A.C
Pulsed Pressure Cavitation Technique was developed at a natioal laboratory sponsored by what U.S. department?,What is the sponsor of the research and development center developed at Oak Ridge National Laboratory?
Who starred in Love and other drugs and The Simpsons?,Love & Other Drugs is a 2010 American erotic romantic drama comedy film directed and co-
Where is the University Joe Odom played football for located?,Where is the main campus of the Purdue University system located?
What type of comedian was cloned in a series centering on Mitchell Reynolds?,What do Mitchell Reynolds and Bill Cosby have in common?
Which documentary is newer War/Dance or The Sorrow and the Pity?,Which documentary was released first War/Dance or The Sorrow and the Pity
What was both John Cheever and Laura Ingalls Wilder occupations?,John Cheever and Laura Wilder have which mutual occupation?
How many miles west of Phoenix Arizona is the base where the 63d Fighter Squadron is assigned?,How many mi west of Phoenix is the 63d Fighter Squadron located?
Town's first season in their new stadium was under the leadership of an English Football manager who was born when?,When was the English football manager currently managing Welsh side Cardiff City born?
Which skyscraper has more floors the SNCI Tower or 8 Spruce Street?,What is the name of the building planned to rise 289.6 metres (950 ft
Crestfallen's artwork is done by a photographer of which nationality?,Crestfallen is a track on The Smashing Pumpkins' 1998 album Ad
Where did recording sessions take place for the Michael Jackson hit Beat It?,Beat It is a song written and performed by American singer Michael Jackson single from the singer
When was the group formed whose Japanese debut EP/ video album is called Nobody for Everybody ?,Nobody for Everybody is the Japanese debut EP / video album by a girl group formed by
What record officially started in 1519 in the same state that holds the city Augustus Chapman Allen used his inheritance to fund the founding of?,What book begins with the arrival of the first Spanish conquistadors in the region
What edible juicy fruit is grown on a deciduous tree called 'pesco' in Italian?,Pesco is an Italian word meaning Peach tree which may refer to It bears an
Mía Maestro had a role in the 2002 biopic directed by whom?,Who directed the 2002 American biopic drama film starring Christina Kahlo?
When was the son of Kingsley Amis born ?,What year was the father of Martin Louis Amis born?
Ist das Ihr Fahrrad Mr O’Brien? is a German biographical radio play about life works and legacy of an Irish novelist whose many satrical columns were written under what name?,Ist das Ihr Fahrrad Mr O'Brien? is a German
How many different schools does the university in which Andrew J. Elliot is a professor of psychology have?,Andrew J. Elliot is a professor of psychology at a university that has how many schools
Who was the great grandfather of Franklin Seaver Pratt's wife?,What great grandniece of Kamehameha I was a great granddaughter of
What is the current job of the former partner in ice skating of Vladimir Fedorov?,Who is the coach and choreographer of the 1993 World bronze medalist with Anj
Dan Hurley is the brother of which head coach of Arizona State's men's basketball team?,Dan Hurley is the son of which former college and professional player?
Sachin H. Jain served as Chief Medical Information and Innovation Officer for one of the largest pharmaceutical companies in the world called what?,What American pharmaceutical company and one of the largest pharmaceutical companies in the world has a president
What american singerhad Warren Fu as one of their video directors and also had to face allegation of illegal marriage with R. Kelly?,What singer who ended her contract with Jive and signed with Atlantic Records had a prom
When was the actor who plays Marius Josipovic in Sneaky Pete born?,When was the American film and television actor who plays Pete Murphy born?
Which building is located a higher numbered street Americas Tower or One Penn Plaza?,Which is taller Americas Tower or One Penn Plaza?
Which city in the Baltimore metropolitan area includes a lake and surrounding park?,Lake Elkhorn is a 37 acre reservoir located in the Owen Brown area of which
The runner-up in The Celebrity Apprentice 2 has written an autobiography titled what?,What was the autobiography of the winner of the 2005 World Series of Poker?
Don Holmes played for the football club that is based in what eastern suburb of Perth?,Donald Shane Don Holmes is a former Australian rules footballer who was played in the West Australian
What else was Baghdad known as during the Abbasid Caliphate?,What city is the fictional sailor and hero of a story-cycle of Middle Eastern origin
310 to Yuma starred what American actor also known for his role as Hoban Washburne?, 310 to Yuma is a 2007 American Western film directed by James Mangold and produced
When was the Indian film actor producer and playback singer born who debut with the 2000 War film Refugee and had lead role in Main Prem Ki Diwani Hoon?,When was the Indian film actor producer and playback singer known for his works in Bollywood
Why did the Japanese occupy the westernmost and largest island in the Near Islands group?,The Japanese occupied the westernmost and largest island in the Near Islands group of the Ale
The 2006 NCAA Wrestling Championships crowned Jake Rosholt and another athlete known for powerful punches from what hand?,What is the left hand of the wrestler who won the Oklahoma State University All-American
Lean on Pete stars the actor best known for playing what role in Granite Flats?,What character in Granite Flats was played by the American film and television actor who
The Woodvale Historic District was built buy a company headquartered where?,Woodvale Historic District is a national historic district located at Broad Top Township Bedford County Wells
Are Lochner v. New York and Cooley v. Board of Wardens both Supreme Court cases dealing with labor laws?,Are Lochner v. New York and Cooley v. Board of Wardens both
When was the novel published  in 2010 which is part of the series of The Maze Runner?,The Maze Runner is a series of young adult dystopian science fiction novels written by American author
Which writer also enjoyed boxing Amy Tan or Norman Lindsay?,Who was born first Amy Tan or Norman Lindsay?
 Charice is the first international studio album of a singer who rose to popularity through what?,Charice is the first international studio album by a Filipino singer who rose to popularity through
How many termini does the train that runs on the C&M subdivision and runs between Chicago and the Pacific Northwest serve?,How many termini does the route that carries Amtrak's Empire Builder and Hiaw
Who owns the broadcasting platform where Games Done Quick is broadcast?,Games Done Quick is a biannual video game speedrun charity marathon held in the
Does Bazhong or Kaiyuan Liaoning have a higher population?,Bazhong and Kaiyuan are both prefecture-level cities in China
What did one of Electron Blue writer who is also an american musician found?,What band did Mike Mills and Michael Stipe co-found?
When was the king that started coin production in Copenhagen born?,When was the first king to start a production of coins in Copenhagen born?
when did the black Angolan was one of the earliest African-American landowners in what would become the United States.acieved his freedom ,In what year did the black Angolan who bought her home achieved freedom?
In 2010 what was the population for a state which is known for Annalee Dolls?,Annalee Dolls Inc. is a company located in Meredith New Hampshire that manufactures
Michael Lent is best known as the co-writer of the memoirs of Hugh Rowland a star on a reality television series that premiered on what date?,Michael Lent is best known as the co-writer of On Thin Ice the memoirs
Indian Mound Cottage was owned by the financier that co-founded which company?,Indian Mound Cottage is a mansion that was owned by an American businessman and fin
Which Democrat running for president in 2020 currently holds Maryland’s 6th district in the US House of Representatives?,Which member of the Democratic Party represents the district that includes nearly the entire western portion of
What United Kingdom Prime Minister was succeeded in the 1990s by the Leader of the Conservative Party?,The 1990 local elections were a setback for the governing Conservative Party who were left with their
In which year NGC 166 is located by an american astronomer who also discovered Frank Muller and Ormond Stone,NGC 166 was discovered by Francis Preserved Leavenworth in what year?
Which Grammy Nominated album was created by a band whose members include John Bowman?,What album by The Isaacs earned the group a Grammy Award nomination for Best Roots Gospel
Which pizza shop opened first Toppers Pizza or America's Incredible Pizza Company?,Which restaurant opened first America's Incredible Pizza Company or Toppers Pizza?
What English campaigner for the suffragette movement did Angela Down portray? ,What prominent left communist and later an activist in the cause of anti-fascism
What is the female star of Klepto best known for performing in?,Klepto is a 2003 straight-to-DVD independent thriller film starring Meredith
What star of a Matthew Senreich and Zeb Wells comedy was born in July of 1983?,SuperMansion is an American stop-motion animated comedy television series created by Matthew Sen
Which documentary film was released first Chicken Ranch or The End of Suburbia?,Which documentary was released first Chicken Ranch or The End of Suburbia Oil Deplet
What Golden Globe Award actor starred in the film Little Fugitive? ,Who received numerous accolades including a Golden Globe Award and two Primetime Emmy Awards for
How many records has the singer which Robert Gale tour with during his fifteen year of tour sang with dropped ,How many records have Donna Summer sold worldwide?
Are NRG Energy and Raymond James Financial  based in Great Britain?,Are NRG Energy Inc. and Raymond James Financial both diversified holding companies?
What year was a film made that starred Michael Bean and was directed by Terry Gilliam?,In what year was the fantasy film directed by Terry Gilliam and written by Gilliam
When did the third international spin off of Pawn Stars debut?,Pawn Stars Australia is the third international spin-off after a British reality television series
What other jobs did the actress Olivia Munn from Mortdecai have?,What is the occupation of the actress who starred in the movie The Last Jedi?
Who won more Grand Slam doubles titles Tony Roche or Jamie Murray?,Who won more Grand Slam doubles titles Anthony Roche or Lance Tingay?
Kingdom Hearts 358/2 Days was made by the company based in what part of Tokyo?,Kingdom Hearts 358/2 Days is an action role-playing video game developed by
 Robert Lewis Bob Pruett coached many high-profile National Football League players including a wide reciver that holds what 2007 NFL record?,Bob Pruett has coached many high-profile National Football League players including a player who
Are Gael and Fitness published in the same country?,Are Gael and Fitness both magazines?
Hall of Fame Racing was created by Troy Aikman Bill Saunders and which Dallas Cowboys quarterback known as Captain Comback?,Hall of Fame Racing was a NASCAR Sprint Cup Series racing team principally owned by Jeff Moor
What organization affiliated with the National Collegiate Athletic Association Division were the 2012 Hawaii Warriors football team first year members of?,What collegiate athletic conference affiliated with the National Collegiate Athletic Association (NCAA) Division
McLemore Avenue is to Booker T. & the M.G.s as what road in the city of Westminster in London is to the Beatles?,What road is best known for the Abbey Road Studios and the 1969 album Abbey Road by
What is the man who Hofstadter's law is named after's profession?,Hofstadter's law was coined by a man who is what?
Which Formula One World Champion had a teammate named Richie Ginther?,Which British racing driver and team owner from England finished second in the 2015 British Grand Prix
Tedrow Ohio lies close to which 241. 26 mi highway? ,What limited-access toll highway in the U.S. state of Ohio serves as
Which market town in Lancashire is part of the BB postcode area?,The BB postcode area is a group of postcode districts around Accrington Barnold
Which major international airport in south-east England ranks as the 8th busiest airport in Europe and replaced Croydon Airport?,Which airport is the eighth-busiest airport in Europe Croydon Airport or Gat
Are Alexander Kluge and Sidney Salkow of the same nationality?,Are Alexander Kluge and Sidney Salkow both film directors?
Are the writing from Maurice Level and Alice Hoffman focused on different audieces?,Are Maurice Level and Alice Hoffman both writers?
What Australian Electoral Division in New South Wales created in 1906 covers suburbs like Alexandria?,Which Australian Electoral Division was located in the inner suburbs of Sydney Alexandria Redfern and
what is the english name of Émile Verdets editorial?,Marcel Émile Verdet did much to champion the early theory of the conservation of
What part of the great power concerts such as the EU trio the Nato Quint the G7 and the G20 is Italy associated with?,Italy is part of great power concerts such as the EU trio the NATO Quint the G
What kind of political party that combined conservative policies with liberal stances were Pio Cabanillas Gallas and Jose Maria de Areilza the leaders of?,What political ideology combines conservative policies with liberal stances especially on ethical and social issues?
Which of the following works was completed first Something Wicked This Way Comes or The Wind in the Willows?,Which book was published first Something Wicked This Way Comes or The Wind in the Willows
What was the population in 2016 of the city that Norman Foote is originally from?,What was the 2016 population of the city where Foote was born?
What Author reflected on the contrast between Ethiopian Airlines and other African Airlines?,Who is the author of Encyclopedia of African Airlines who has a good safety record by contrast
Both Alexander Hall and Pierre Morel are involved in which profession?,Alexander Hall and Pierre Morel have which mutual occupation?
What type of movies are 101 Dalmatians and G-Force?,101 Dalmatians and G-Force are both what?
What college did the person who defeated Fedor Emelianenko play football at?,Where did the man who defeated Fedor Emelianenko play college football?
What novel is a followup the Heir to the Empire trilogy?,What is the name of the second of the two Hand of Thrawn novels by Timothy
Which  princess of French origin did Conrad IV of Germany married to ,Conrad was the only son of Emperor Frederick II from his second marriage with which princess
For what film was an actor in Alligator nominated for an Academy Award?,Alligator stars an actor who was nominated for an Academy Award for his role in what
Who was the winner of the season of The Rap Game where a contestant named Lady Leshurr as one of her influences?,What is the name of the winner of the Rap Game season 2?
What made the man who abolished the Consell in 1718 resume the throne?,The body that was to become the Gran i General Consell was abolished on 22 July
What concert hall is located on the northern edge or South Kensington London and had songs chosen from a number of concerts there?,Which concert hall on the northern edge of South Kensington London holds the Proms concerts
Is Dappy or Tobias Sammet German? ,Who was born first Dappy or Tobias Sammet?
Eduard Schweizer teaches at a German university with over how many students? ,Eduard Schweizer taught at a university with how many students?
Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Charles Fraser-Smith is widely credited as being the inspiration for which fictional character in the
Which composer was wrote his music most recently Michael Tippett or Luigi Cherubini?,Who was born first Luigi Cherubini or Michael Tippett?
How many visitors per year does the first stop of OC Transpo Route 97 attract each year?,How many visitors per year from across the city and the surrounding region does Baysh
Brad Budde played professionally for a team in the NFL that was founded in 1960 as the Dallas Texans by who?,Who was the businessman who founded the NFL's Kansas City Chiefs in 1960?
Who sang lead vocals on the Oasis hit single which had an acoustic debut in drummer Tony McCarroll's last concert ? ,Who wrote the first Oasis single with lead vocals by Liam?
Which musician's band contains more letters in it's name Micky Dolenz or Jesse James Dupree?,Who was born first George Dolenz or David Dupree?
Which genus of plant is named after a person Amesiella or Cucurbita?,Which genus has more species Amesiella or Cucurbita?
Are Ural Federal University and California State Polytechnic University Pomona both public universities?,Are California State Polytechnic University Pomona and Ural Federal University both located in
Which Royal Air Force is located in a town that had a population of 2841 on 15 April 2012?,Which Royal Air Force station in the British Overseas Territory of the Falkland Islands is
Which company owned by a Pakistani media mogul produced the Pakistani romantic drama film Dobara Phir Se?,Dobara Phir Se is a 2016 Pakistani romantic drama film directed by Mehreen
ho is the brother of the American transgender actor known for his work on MTV's Faking It?,What is the middle name of the American transgender actor known for his work on the MTV
what 6-story building was listed on the National Register of Historic Places in 1980?,What fire began on December 3 1999 in an abandoned building at 266 Franklin Street Worcester Massachusetts
The movie 100 Million BC continues the urban myth of an experiment allegedly carried out at waht shipyard?,100 Million BC is a 2008 direct-to-DVD action film by film studio The
Who released the song With or Without You first Jai McDowall or U2?,Believe is the debut studio album by Scottish singer and Britain's Got Talent winner J
Pontiac marketed the 2+2 as the big brother to an automobile built by Pontiac between which years ?,Pontiac marketed the 2+2 as the big brother to an automobile that was built
What Box Codax group musician was also the guitarist backing/lead vocalist and keyboardist of another Glasgow-based band?,Which member of Box Codax was a member of Franz Ferdinand?
Professional cyclist Sara Symington competed in which Olympic Games held in Sydeney Australia?,What international multi-sport event was held between 15 September and 1 October 2000 in
Which was released first Gasland or To Shoot an Elephant?,Which documentary was released first Gasland or To Shoot an Elephant?
Werner Christie served under the politician who was also Director-General of what other organization?,What organization did the Norwegian politician who served three terms as Prime Minister of Norway and as
What is the name of this French former footballer whom football fans refer the football player Wilfred Bamnjo to as?,Wilfred Bamnjo is a Cameroonian football player who currently plays for Hong Kong
